# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
7015E7CB	WCMV	7015E78E	ATTACK	ASSIGN-STR-VARYING	a	EMIT			7015E7C2 7015E7C4 7015E7C5 7015E7C7 7015E7C9	[@wp(ac3, 166), (sx16(M16[((M32[(M32[wp(ac3, -6)] + 14)] * 12) - 0xFFFFD9A)]) + 73) varying] = [@bp(ac3, 236), (sx16(M16[((M32[(M32[wp(ac3, -6)] + 14)] * 12) - 0xFFFFD9A)]) + 73)]	expr	5	copy-out of ATTACK ('frame', 236) (total MATCH)
7015E96F	WCMV	7015E95E	ATTACK	COPY-LIT-EXACT	a	EMIT			7015E96A 7015E96C 7015E96E	[@bp(ac3, 84), 16] = [@0x7015D5EB:0, "\x0A\x0BYou have done "]	expr	4	piece 1/2 of ATTACK ('frame', 84)
7015E976	WCMV	7015E95E	ATTACK	CONCAT-PIECE	a	EMIT			7015E971 7015E973 7015E975	[@ac2, sx16(M16[wp(ac3, 14)])] = [@wp(ac3, 14), varying]	mixed	4	piece 2/2 of ATTACK ('frame', 84)
7015E97F	WCMV	7015E95E	ATTACK	COPY-STR-EXACT	a	EMIT			7015E978 7015E97A 7015E97C 7015E97E	[@bp(ac3, 148), (sx16(M16[wp(ac3, 14)]) + 16)] = [@bp(ac3, 84), (sx16(M16[wp(ac3, 14)]) + 16)]	expr	4	piece 1/2 of ATTACK ('frame', 148)
7015E985	WCMV	7015E95E	ATTACK	CONCAT-PIECE	a	EMIT			7015E980 7015E982 7015E984	[@ac2, 25] = [@0x7015D5DD:0, " strength points damage.\x0A"]	mixed	4	piece 2/2 of ATTACK ('frame', 148)
7015E990	WCMV	7015E95E	ATTACK	ASSIGN-STR-VARYING	a	EMIT			7015E987 7015E989 7015E98A 7015E98C 7015E98E	[@wp(ac3, 112), (sx16(M16[wp(ac3, 14)]) + 41) varying] = [@bp(ac3, 148), (sx16(M16[wp(ac3, 14)]) + 41)]	expr	5	copy-out of ATTACK ('frame', 148) (total MATCH)
7015EE21	WCMV	7015EE10	ATTACK	COPY-LIT-EXACT	a	EMIT			7015EE1C 7015EE1E 7015EE20	[@bp(ac3, 84), 16] = [@0x7015D5EB:0, "\x0A\x0BYou have done "]	expr	4	piece 1/2 of ATTACK ('frame', 84)
7015EE28	WCMV	7015EE10	ATTACK	CONCAT-PIECE	a	EMIT			7015EE23 7015EE25 7015EE27	[@ac2, sx16(M16[wp(ac3, 14)])] = [@wp(ac3, 14), varying]	mixed	4	piece 2/2 of ATTACK ('frame', 84)
7015EE31	WCMV	7015EE10	ATTACK	COPY-STR-EXACT	a	EMIT			7015EE2A 7015EE2C 7015EE2E 7015EE30	[@bp(ac3, 148), (sx16(M16[wp(ac3, 14)]) + 16)] = [@bp(ac3, 84), (sx16(M16[wp(ac3, 14)]) + 16)]	expr	4	piece 1/2 of ATTACK ('frame', 148)
7015EE37	WCMV	7015EE10	ATTACK	CONCAT-PIECE	a	EMIT			7015EE32 7015EE34 7015EE36	[@ac2, 25] = [@0x7015D5DD:0, " strength points damage.\x0A"]	mixed	4	piece 2/2 of ATTACK ('frame', 148)
7015EE42	WCMV	7015EE10	ATTACK	ASSIGN-STR-VARYING	a	EMIT			7015EE39 7015EE3B 7015EE3C 7015EE3E 7015EE40	[@wp(ac3, 112), (sx16(M16[wp(ac3, 14)]) + 41) varying] = [@bp(ac3, 148), (sx16(M16[wp(ac3, 14)]) + 41)]	expr	5	copy-out of ATTACK ('frame', 148) (total MATCH)
7015EFA9	WCMV	7015EF98	ATTACK	COPY-LIT-EXACT	a	EMIT			7015EFA6 7015EFA8	[@bp(ac3, 84), 16] = [@0x7015D5EB:0, "\x0A\x0BYou have done "]	expr	4	piece 1/2 of ATTACK ('frame', 84)
7015EFB0	WCMV	7015EF98	ATTACK	CONCAT-PIECE	a	EMIT			7015EFAB 7015EFAD 7015EFAF	[@ac2, sx16(M16[wp(ac3, 14)])] = [@wp(ac3, 14), varying]	mixed	4	piece 2/2 of ATTACK ('frame', 84)
7015EFB9	WCMV	7015EF98	ATTACK	COPY-STR-EXACT	a	EMIT			7015EFB2 7015EFB4 7015EFB6 7015EFB8	[@bp(ac3, 148), (sx16(M16[wp(ac3, 14)]) + 16)] = [@bp(ac3, 84), (sx16(M16[wp(ac3, 14)]) + 16)]	expr	4	piece 1/2 of ATTACK ('frame', 148)
7015EFBF	WCMV	7015EF98	ATTACK	CONCAT-PIECE	a	EMIT			7015EFBA 7015EFBC 7015EFBE	[@ac2, 25] = [@0x7015D5DD:0, " strength points damage.\x0A"]	mixed	4	piece 2/2 of ATTACK ('frame', 148)
7015EFCA	WCMV	7015EF98	ATTACK	ASSIGN-STR-VARYING	a	EMIT			7015EFC1 7015EFC3 7015EFC4 7015EFC6 7015EFC8	[@wp(ac3, 112), (sx16(M16[wp(ac3, 14)]) + 41) varying] = [@bp(ac3, 148), (sx16(M16[wp(ac3, 14)]) + 41)]	expr	5	copy-out of ATTACK ('frame', 148) (total MATCH)
7015F28B	WCMV	7015F27A	ATTACK	COPY-LIT-EXACT	a	EMIT			7015F286 7015F288 7015F28A	[@bp(ac3, 84), 13] = [@0x7015D40D:0, "\x0A\x0BYou detect "]	expr	4	piece 1/2 of ATTACK ('frame', 84)
7015F292	WCMV	7015F27A	ATTACK	CONCAT-PIECE	a	EMIT			7015F28D 7015F28F 7015F291	[@ac2, sx16(M16[wp(ac3, 14)])] = [@wp(ac3, 14), varying]	mixed	4	piece 2/2 of ATTACK ('frame', 84)
7015F29B	WCMV	7015F27A	ATTACK	COPY-STR-EXACT	a	EMIT			7015F294 7015F296 7015F298 7015F29A	[@bp(ac3, 0x12C), (sx16(M16[wp(ac3, 14)]) + 13)] = [@bp(ac3, 84), (sx16(M16[wp(ac3, 14)]) + 13)]	expr	4	piece 1/2 of ATTACK ('frame', 300)
7015F2A1	WCMV	7015F27A	ATTACK	CONCAT-PIECE	a	EMIT			7015F29C 7015F29E 7015F2A0	[@ac2, 35] = [@0x7015D3FB:0, " strength points in your opponent.\x0A"]	mixed	4	piece 2/2 of ATTACK ('frame', 300)
7015F2AC	WCMV	7015F27A	ATTACK	ASSIGN-STR-VARYING	a	EMIT			7015F2A3 7015F2A5 7015F2A6 7015F2A8 7015F2AA	[@wp(ac3, 190), (sx16(M16[wp(ac3, 14)]) + 48) varying] = [@bp(ac3, 0x12C), (sx16(M16[wp(ac3, 14)]) + 48)]	expr	5	copy-out of ATTACK ('frame', 300) (total MATCH)
7015F936	WCMV	7015F90E	ATTACK	COPY-LIT-EXACT	a	EMIT			7015F933 7015F935	[@bp(ac3, 20), 5] = [@0x7015D5B5:0, "\x0BThe "]	expr	4	piece 1/2 of ATTACK ('frame', 20)
7015F941	WCMV	7015F90E	ATTACK	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 2/2 of ATTACK ('frame', 20)
7015F94A	WCMV	7015F90E	ATTACK	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of ATTACK ('frame', 60); copy-out of ATTACK ('frame', 20) (total MATCH)
7015F95D	WCMV	7015F90E	ATTACK	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of ATTACK ('frame', 88)
7015F969	WCMV	7015F90E	ATTACK	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 2/2 of ATTACK ('frame', 88)
7015F972	WCMV	7015F90E	ATTACK	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/2 of ATTACK ('frame', 148); copy-out of ATTACK ('frame', 88) (total MATCH)
7015F978	WCMV	7015F90E	ATTACK	CONCAT-PIECE	a	EMIT			7015F973 7015F975 7015F977	[@ac2, 30] = [@0x7015D301:0, "'s magic shield protects him.\x0A"]	mixed	4	piece 2/2 of ATTACK ('frame', 148)
7015F983	WCMV	7015F90E	ATTACK	ASSIGN-STR-VARYING	a	EMIT			7015F97F 7015F981	[@bp(ac3, 238), ac0] = [@bp(ac3, 148), ac1]	mixed	5	copy-out of ATTACK ('frame', 148) (total MATCH)
7015FF7B	WCMV	7015FF6A	BACKPACK	COPY-LIT-EXACT	a	EMIT			7015FF78 7015FF7A	[@bp(ac3, 120), 28] = [@0x7015FC57:0, "\x0BHit space bar at object to "]	expr	4	piece 1/2 of BACKPACK ('frame', 120)
7015FF82	WCMV	7015FF6A	BACKPACK	CONCAT-PIECE	a	EMIT			7015FF7D 7015FF7F 7015FF81	[@ac2, sx16(M16[wp(ac3, 12)])] = [@wp(ac3, 12), varying]	mixed	4	piece 2/2 of BACKPACK ('frame', 120)
7015FF8B	WCMV	7015FF6A	BACKPACK	COPY-STR-EXACT	a	EMIT			7015FF84 7015FF86 7015FF88 7015FF8A	[@bp(ac3, 200), (sx16(M16[wp(ac3, 12)]) + 28)] = [@bp(ac3, 120), (sx16(M16[wp(ac3, 12)]) + 28)]	expr	4	piece 1/2 of BACKPACK ('frame', 200); copy-out of BACKPACK ('frame', 120) (total MATCH)
7015FF91	WCMV	7015FF6A	BACKPACK	CONCAT-PIECE	a	EMIT			7015FF8C 7015FF8E 7015FF90	[@ac2, 31] = [@0x7015FC47:0, " the backpack or escape to exit"]	mixed	4	piece 2/2 of BACKPACK ('frame', 200)
7015FF9C	WCMV	7015FF6A	BACKPACK	ASSIGN-STR-VARYING	a	EMIT			7015FF93 7015FF95 7015FF96 7015FF98 7015FF9A	[@wp(ac3, 60), (sx16(M16[wp(ac3, 12)]) + 59) varying] = [@bp(ac3, 200), (sx16(M16[wp(ac3, 12)]) + 59)]	expr	5	copy-out of BACKPACK ('frame', 200) (total MATCH)
701608B6	WCMV	701608A5	BARGAIN	COPY-LIT-EXACT	a	EMIT			701608B1 701608B3 701608B5	[@bp(ac3, 76), 11] = [@0x70160233:0, "\x0BWealth of "]	expr	4	piece 1/2 of BARGAIN ('frame', 76)
701608BD	WCMV	701608A5	BARGAIN	CONCAT-PIECE	a	EMIT			701608B8 701608BA 701608BC	[@ac2, sx16(M16[wp(ac3, 12)])] = [@wp(ac3, 12), varying]	mixed	4	piece 2/2 of BARGAIN ('frame', 76)
701608C6	WCMV	701608A5	BARGAIN	COPY-STR-EXACT	a	EMIT			701608BF 701608C1 701608C3 701608C5	[@bp(ac3, 120), (sx16(M16[wp(ac3, 12)]) + 11)] = [@bp(ac3, 76), (sx16(M16[wp(ac3, 12)]) + 11)]	expr	4	piece 1/2 of BARGAIN ('frame', 120); copy-out of BARGAIN ('frame', 76) (total MATCH)
701608CC	WCMV	701608A5	BARGAIN	CONCAT-PIECE	a	EMIT			701608C7 701608C9 701608CB	[@ac2, 56] = [@0x70160217:0, " is needed to reach a bargain.\x0AHit space bar to bargain."]	mixed	4	piece 2/2 of BARGAIN ('frame', 120)
701608D7	WCMV	701608A5	BARGAIN	ASSIGN-STR-VARYING	a	EMIT			701608CE 701608D0 701608D1 701608D3 701608D5	[@wp(ac3, 110), (sx16(M16[wp(ac3, 12)]) + 67) varying] = [@bp(ac3, 120), (sx16(M16[wp(ac3, 12)]) + 67)]	expr	5	copy-out of BARGAIN ('frame', 120) (total MATCH)
701609CA	WCMV	701609BB	BARGAIN	COPY-STR-EXACT+CALLRESULT	?	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/1 of BARGAIN ('frame', 36)
701609E0	WCMV	701609D1	BARGAIN	COPY-STR-EXACT+CALLRESULT	?	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/1 of BARGAIN ('frame', 36)
701609F3	WCMV	701609E2	BARGAIN	COPY-LIT-EXACT	a	EMIT			701609F0 701609F2	[@bp(ac3, 76), 6] = [@0x70160213:0, "\x0BYour "]	expr	4	piece 1/2 of BARGAIN ('frame', 76)
701609FA	WCMV	701609E2	BARGAIN	CONCAT-PIECE	a	EMIT			701609F5 701609F7 701609F9	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of BARGAIN ('frame', 76)
70160A03	WCMV	701609E2	BARGAIN	COPY-STR-EXACT	a	EMIT			701609FC 701609FE 70160A00 70160A02	[@bp(ac3, 116), (sx16(M16[wp(ac3, 18)]) + 6)] = [@bp(ac3, 76), (sx16(M16[wp(ac3, 18)]) + 6)]	expr	4	piece 1/2 of BARGAIN ('frame', 116); copy-out of BARGAIN ('frame', 76) (total MATCH)
70160A09	WCMV	701609E2	BARGAIN	CONCAT-PIECE	a	EMIT			70160A04 70160A06 70160A08	[@ac2, 56] = [@0x70160217:0, " is needed to reach a bargain.\x0AHit space bar to bargain."]	mixed	4	piece 2/2 of BARGAIN ('frame', 116)
70160A14	WCMV	701609E2	BARGAIN	ASSIGN-STR-VARYING	a	EMIT			70160A0B 70160A0D 70160A0E 70160A10 70160A12	[@wp(ac3, 104), (sx16(M16[wp(ac3, 18)]) + 62) varying] = [@bp(ac3, 116), (sx16(M16[wp(ac3, 18)]) + 62)]	expr	5	copy-out of BARGAIN ('frame', 116) (total MATCH)
701618FD	WCMV	701618F0	BOAT	COPY-LIT-EXACT	a	EMIT			701618F8 701618FA 701618FC	[@bp(ac3, 80), 6] = [@0x701615E1:0, "\x0BSail "]	expr	4	piece 1/2 of BOAT ('frame', 80)
70161904	WCMV	701618F0	BOAT	CONCAT-PIECE	a	EMIT			701618FF 70161901 70161903	[@ac2, sx16(M16[wp(ac3, 18)])] = [@wp(ac3, 18), varying]	mixed	4	piece 2/2 of BOAT ('frame', 80)
7016190F	WCMV	701618F0	BOAT	ASSIGN-STR-VARYING	a	EMIT			70161906 70161908 70161909 7016190B 7016190D	[@wp(ac3, 56), (sx16(M16[wp(ac3, 18)]) + 6) varying] = [@bp(ac3, 80), (sx16(M16[wp(ac3, 18)]) + 6)]	expr	5	copy-out of BOAT ('frame', 80) (total MATCH)
701623D7	WCMV	701623BA	CAST	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of CAST ('frame', 181)
701623E0	WCMV	701623BA	CAST	COPY-STR-EXACT	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	4	piece 1/1 of CAST ('frame', 240)
701623EE	WCMV	701623BA	CAST	ASSIGN-STR-VARYING	a	EMIT			701623EA 701623EC	[@bp(ac3, 182), ac0] = [@bp(ac3, 240), ac1]	mixed	5	copy-out of CAST ('frame', 240) (total MATCH)
70162AAF	WCMP	70162AA3	CAST	-	-	EMIT				ac1 = cmp([@ac3, ac1], [@0x7000021C, varying])	mixed	6	
70162B53	WCMP	70162B48	CAST	-	-	EMIT			70162B50	ac1 = cmp([@0x7000021C, varying], [@ac2, ac0])	mixed	6	
70162D72	WCMP	70162D6A	CAST	-	-	EMIT			70162D6F	ac1 = cmp([@ac3, ac1], [@0x7000021D:0, ac0])	mixed	6	
701633B8	WCMV	70163396	CAST	COPY-LIT-EXACT	a	EMIT			701633B3 701633B5 701633B7	[@bp(ac3, 72), 25] = [@0x7016201D:0, "\x0A\x0BWhat direction to send "]	expr	4	piece 1/2 of CAST ('frame', 72)
701633C4	WCMV	70163396	CAST	CONCAT-PIECE	a	EMIT			701633BF 701633C1 701633C3	[@ac2, sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 23)])] = [@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 23), varying]	mixed	4	piece 2/2 of CAST ('frame', 72)
701633CD	WCMV	70163396	CAST	COPY-STR-EXACT	a	EMIT			701633C6 701633C8 701633CA 701633CC	[@bp(ac3, 144), (sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 23)]) + 25)] = [@bp(ac3, 72), (sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 23)]) + 25)]	expr	4	piece 1/2 of CAST ('frame', 144); copy-out of CAST ('frame', 72) (total MATCH)
701633D3	WCMV	70163396	CAST	CONCAT-PIECE	a	EMIT			701633CE 701633D0 701633D2	[@ac2, 3] = [@0x7016201B:0, " ? "]	mixed	4	piece 2/2 of CAST ('frame', 144)
701633DE	WCMV	70163396	CAST	ASSIGN-STR-VARYING	a	EMIT			701633D5 701633D7 701633D8 701633DA 701633DC	[@wp(ac3, 36), (sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 23)]) + 28) varying] = [@bp(ac3, 144), (sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 23)]) + 28)]	expr	5	copy-out of CAST ('frame', 144) (total MATCH)
70163940	WCMV	70163930	CASTLE_INVENTORY	COPY-LIT-EXACT	a	EMIT			7016393B 7016393D 7016393F	[@bp(ac3, 100), 34] = [@0x70163811:0, "\x0BDo you wish to take any of the $ "]	expr	4	piece 1/2 of CASTLE_INVENTORY ('frame', 100)
70163947	WCMV	70163930	CASTLE_INVENTORY	CONCAT-PIECE	a	EMIT			70163942 70163944 70163946	[@ac2, sx16(M16[wp(ac3, 32)])] = [@wp(ac3, 32), varying]	mixed	4	piece 2/2 of CASTLE_INVENTORY ('frame', 100)
70163950	WCMV	70163930	CASTLE_INVENTORY	COPY-STR-EXACT	a	EMIT			70163949 7016394B 7016394D 7016394F	[@bp(ac3, 168), (sx16(M16[wp(ac3, 32)]) + 34)] = [@bp(ac3, 100), (sx16(M16[wp(ac3, 32)]) + 34)]	expr	4	piece 1/2 of CASTLE_INVENTORY ('frame', 168); copy-out of CASTLE_INVENTORY ('frame', 100) (total MATCH)
70163956	WCMV	70163930	CASTLE_INVENTORY	CONCAT-PIECE	a	EMIT			70163951 70163953 70163955	[@ac2, 3] = [@0x7016380F:0, " ? "]	mixed	4	piece 2/2 of CASTLE_INVENTORY ('frame', 168)
70163961	WCMV	70163930	CASTLE_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70163958 7016395A 7016395B 7016395D 7016395F	[@wp(ac3, 120), (sx16(M16[wp(ac3, 32)]) + 37) varying] = [@bp(ac3, 168), (sx16(M16[wp(ac3, 32)]) + 37)]	expr	5	copy-out of CASTLE_INVENTORY ('frame', 168) (total MATCH)
70163D31	WCMV	70163D1A	CASTLE_INVENTORY	COPY-LIT-EXACT	a	EMIT			70163D2C 70163D2E 70163D30	[@bp(ac3, 64), 19] = [@0x701637A9:0, "\x0A\x0BYou already have "]	expr	4	piece 1/2 of CASTLE_INVENTORY ('frame', 64)
70163D3C	WCMV	70163D1A	CASTLE_INVENTORY	CONCAT-PIECE	a	EMIT			70163D33 70163D35 70163D38 70163D3B	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 13)]) * 9) - 0xFFFFCFB)])] = [@bp((sx16(M16[wp(ac3, 13)]) * 9), -0x1FFFF9F4), sx16(M16[((sx16(M16[wp(ac3, 13)]) * 9) - 0xFFFFCFB)])]	mixed	4	piece 2/2 of CASTLE_INVENTORY ('frame', 64)
70163D45	WCMV	70163D1A	CASTLE_INVENTORY	COPY-STR-EXACT	a	EMIT			70163D3E 70163D40 70163D42 70163D44	[@bp(ac3, 100), (sx16(M16[((sx16(M16[wp(ac3, 13)]) * 9) - 0xFFFFCFB)]) + 19)] = [@bp(ac3, 64), (sx16(M16[((sx16(M16[wp(ac3, 13)]) * 9) - 0xFFFFCFB)]) + 19)]	expr	4	piece 1/2 of CASTLE_INVENTORY ('frame', 100)
70163D4B	WCMV	70163D1A	CASTLE_INVENTORY	CONCAT-PIECE	a	EMIT			70163D46 70163D48 70163D4A	[@ac2, 2] = [@0x701637A7:0, "!\x0A"]	mixed	4	piece 2/2 of CASTLE_INVENTORY ('frame', 100)
70163D56	WCMV	70163D1A	CASTLE_INVENTORY	ASSIGN-STR-VARYING	a	EMIT			70163D4D 70163D4F 70163D50 70163D52 70163D54	[@wp(ac3, 84), (sx16(M16[((sx16(M16[wp(ac3, 13)]) * 9) - 0xFFFFCFB)]) + 21) varying] = [@bp(ac3, 100), (sx16(M16[((sx16(M16[wp(ac3, 13)]) * 9) - 0xFFFFCFB)]) + 21)]	expr	5	copy-out of CASTLE_INVENTORY ('frame', 100) (total MATCH)
70164038	WCMV	70164038	CAVE_ATTACK	CONCAT-PIECE	a	EMIT				[@ac2, ac0] = [@ac3, ac1]	mixed	6	piece 1/1 of CAVE_ATTACK ('frame', 42)
70164066	WCMV	70164049	CAVE_ATTACK	COPY-LIT-EXACT	a	EMIT			70164061 70164063 70164065	[@bp(ac3, 120), 21] = [@0x70163F45:0, "\x0BYou are attacking a "]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 120)
70164071	WCMV	70164049	CAVE_ATTACK	CONCAT-PIECE	a	EMIT			70164068 7016406A 7016406D 70164070	[@ac2, sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)])] = [@bp((sx16(M16[wp(ac3, 9)]) * 16), -0x1FFFED9A), sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)])]	mixed	4	piece 2/2 of CAVE_ATTACK ('frame', 120)
7016407A	WCMV	70164049	CAVE_ATTACK	COPY-STR-EXACT	a	EMIT			70164073 70164075 70164077 70164079	[@bp(ac3, 176), (sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)]) + 21)] = [@bp(ac3, 120), (sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)]) + 21)]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 176)
70164081	WCMV	70164049	CAVE_ATTACK	CONCAT-PIECE	a	EMIT			7016407C 7016407E 70164080	[@ac2, sx16(M16[wp(ac3, 20)])] = [@wp(ac3, 20), varying]	mixed	4	piece 2/2 of CAVE_ATTACK ('frame', 176)
7016408A	WCMV	70164049	CAVE_ATTACK	COPY-STR-EXACT	a	EMIT			70164083 70164085 70164087 70164089	[@bp(ac3, 0x104), (sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 20)]) + 21)] = [@bp(ac3, 176), (sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 20)]) + 21)]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 260); copy-out of CAVE_ATTACK ('frame', 176) (total MATCH)
70164090	WCMV	70164049	CAVE_ATTACK	CONCAT-PIECE	a	EMIT			7016408B 7016408D 7016408F	[@ac2, 53] = [@0x70163F29:0, "\x0A\x0BDo you want to (F) fight, (C) cast, or (I) ignore? "]	mixed	4	piece 2/2 of CAVE_ATTACK ('frame', 260)
7016409B	WCMV	70164049	CAVE_ATTACK	ASSIGN-STR-VARYING	a	EMIT			70164092 70164094 70164095 70164097 70164099	[@wp(ac3, 198), (sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 20)]) + 74) varying] = [@bp(ac3, 0x104), (sx16(M16[((sx16(M16[wp(ac3, 9)]) * 16) - 0xFFFF6CE)]) + sx16(M16[wp(ac3, 20)]) + 74)]	expr	5	copy-out of CAVE_ATTACK ('frame', 260) (total MATCH)
70164159	WCMV	7016413B	CAVE_ATTACK	COPY-STR-EXACT	a	EMIT			70164150 70164152 70164155 70164158	[@bp(ac3, 85), sx16(M16[((sx16(M16[wp(ac3, 6)]) * 16) - 0xFEAFBB8)])] = [@bp((sx16(M16[wp(ac3, 6)]) * 16), -0x1FD5F76E), sx16(M16[((sx16(M16[wp(ac3, 6)]) * 16) - 0xFEAFBB8)])]	expr	4	piece 1/1 of CAVE_ATTACK ('frame', 85)
70164162	WCMV	7016413B	CAVE_ATTACK	COPY-STR-EXACT	a	EMIT			7016415B 7016415D 7016415F 70164161	[@bp(ac3, 120), (sx16(M16[((sx16(M16[wp(ac3, 6)]) * 16) - 0xFEAFBB8)]) + 1)] = [@bp(ac3, 84), (sx16(M16[((sx16(M16[wp(ac3, 6)]) * 16) - 0xFEAFBB8)]) + 1)]	expr	4	piece 1/1 of CAVE_ATTACK ('frame', 120)
70164170	WCMV	7016413B	CAVE_ATTACK	ASSIGN-STR-VARYING	a	EMIT			70164167 70164169 7016416A 7016416C 7016416E	[@wp(ac3, 42), (sx16(M16[((sx16(M16[wp(ac3, 6)]) * 16) - 0xFEAFBB8)]) + 2) varying] = [@bp(ac3, 120), (sx16(M16[((sx16(M16[wp(ac3, 6)]) * 16) - 0xFEAFBB8)]) + 2)]	expr	5	copy-out of CAVE_ATTACK ('frame', 120) (total MATCH)
7016435D	WCMV	7016434C	CAVE_ATTACK	COPY-LIT-EXACT	a	EMIT			70164358 7016435A 7016435C	[@bp(ac3, 120), 16] = [@0x70163EBB:0, "\x0A\x0BYou have done "]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 120)
70164364	WCMV	7016434C	CAVE_ATTACK	CONCAT-PIECE	a	EMIT			7016435F 70164361 70164363	[@ac2, sx16(M16[wp(ac3, 42)])] = [@wp(ac3, 42), varying]	mixed	4	piece 2/2 of CAVE_ATTACK ('frame', 120)
7016436D	WCMV	7016434C	CAVE_ATTACK	COPY-STR-EXACT	a	EMIT			70164366 70164368 7016436A 7016436C	[@bp(ac3, 176), (sx16(M16[wp(ac3, 42)]) + 16)] = [@bp(ac3, 120), (sx16(M16[wp(ac3, 42)]) + 16)]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 176)
70164373	WCMV	7016434C	CAVE_ATTACK	CONCAT-PIECE	a	EMIT			7016436E 70164370 70164372	[@ac2, 25] = [@0x70163EAD:0, " strength points damage.\x0A"]	mixed	4	piece 2/2 of CAVE_ATTACK ('frame', 176)
7016437E	WCMV	7016434C	CAVE_ATTACK	ASSIGN-STR-VARYING	a	EMIT			70164375 70164377 70164378 7016437A 7016437C	[@wp(ac3, 130), (sx16(M16[wp(ac3, 42)]) + 41) varying] = [@bp(ac3, 176), (sx16(M16[wp(ac3, 42)]) + 41)]	expr	5	copy-out of CAVE_ATTACK ('frame', 176) (total MATCH)
70164413	WCMV	701643FB	CAVE_ATTACK	COPY-LIT-EXACT	a	EMIT			70164410 70164412	[@bp(ac3, 8), 5] = [@0x70163E93:0, "\x0BThe "]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 8)
7016441E	WCMV	701643FB	CAVE_ATTACK	CONCAT-PIECE	a	EMIT			70164415 70164417 7016441A 7016441D	[@ac2, sx16(M16[((sx16(M16[(M32[wp(ac3, -6)] + 9)]) * 16) - 0xFFFF6CE)])] = [@bp((sx16(M16[(M32[wp(ac3, -6)] + 9)]) * 16), -0x1FFFED9A), sx16(M16[((sx16(M16[(M32[wp(ac3, -6)] + 9)]) * 16) - 0xFFFF6CE)])]	mixed	4	piece 2/2 of CAVE_ATTACK ('frame', 8)
70164427	WCMV	701643FB	CAVE_ATTACK	COPY-STR-EXACT	a	EMIT			70164420 70164422 70164424 70164426	[@bp(ac3, 52), (sx16(M16[((sx16(M16[(M32[wp(ac3, -6)] + 9)]) * 16) - 0xFFFF6CE)]) + 5)] = [@bp(ac3, 8), (sx16(M16[((sx16(M16[(M32[wp(ac3, -6)] + 9)]) * 16) - 0xFFFF6CE)]) + 5)]	expr	4	piece 1/2 of CAVE_ATTACK ('frame', 52)
